TransactionID,CustomerID,Products,Timestamp
26817,C48,"Strawberry, Lentil, Cola, Juice",2025-04-12
26818,C694,"Detergent, Cola, Chocolate",2025-03-05
26819,C666,"Onion, Milk, Bread",2025-03-07
26820,C594,"Apple, Cracker, Shampoo",2025-02-15
26821,C1000,"Yogurt, Bread, Strawberry, Cola",2025-01-20
26822,C481,"Sausage, Strawberry, Chocolate, Onion, Ice Cream, Potato, Dish Sponge",2025-01-29
26823,C93,"Cucumber, Chocolate, Apple, Strawberry, Tomato, Banana, Minced Meat, Butter, Shampoo",2025-02-10
26824,C867,"Strawberry, Sausage, Cucumber, Tomato, Banana, Potato, Chickpeas, Cracker",2025-02-19
26825,C652,"Milk, Lentil, Shampoo, Chips, Chocolate, Cookie, Tomato, Fish",2025-03-21
26826,C70,"Cereal, Soda, Dish Sponge, Tomato, Lentil, Cookie, Strawberry, Butter",2025-04-22
26827,C419,"Egg, Cucumber, Milk, Butter, Chicken, Beans, Orange, Cereal",2025-04-22
26828,C299,"Detergent, Soda, Orange, Cheese, Ice Cream, Juice, Shampoo, Chips, Cookie",2025-03-21
26829,C761,"Onion, Ice Cream, Orange, Cucumber, Honey, Fish, Bread, Cola",2025-03-31
26830,C860,"Dish Sponge, Onion, Egg, Cereal, Soda, Ice Cream, Chickpeas",2025-04-03
26831,C743,"Dish Sponge, Soap, Cucumber, Water, Sausage, Ice Cream",2025-02-20
26832,C464,"Milk, Onion, Dumpling, Lentil, Minced Meat, Orange, Soda, Cookie, Cereal",2025-02-23
26833,C596,"Yogurt, Cracker, Soap, Lentil, Apple, Chocolate, Sausage, Ice Cream, Orange, Cucumber",2025-02-28
26834,C933,"Shampoo, Fish, Orange, Dish Sponge, Honey, Banana, Strawberry, Cucumber, Cracker",2025-03-07
26835,C855,"Lentil, Honey, Ice Cream, Banana, Beans",2025-03-06
26836,C961,"Detergent, Bread, Soda, Tomato, Milk, Potato, Onion, Cereal",2025-02-21
26837,C50,"Cheese, Chickpeas, Cracker, Apple, Minced Meat, Shampoo",2025-01-24
26838,C171,"Ice Cream, Cookie, Soap, Shampoo, Potato",2025-03-20
26839,C548,"Dish Sponge, Beans, Apple, Cracker, Ice Cream, Rice, Chocolate",2025-02-05
26840,C908,"Soap, Dish Sponge, Potato, Pizza, Egg",2025-01-06
26841,C616,"Onion, Apple, Potato, Egg, Cola, Milk",2025-01-24
26842,C960,"Shampoo, Chickpeas, Flatbread with Meat, Pizza",2025-04-22
26843,C347,"Chocolate, Dish Sponge, Banana, Bread",2025-03-23
26844,C851,"Water, Dumpling, Honey, Onion, Beans, Dish Sponge, Cookie, Chocolate, Cheese",2025-03-14
26845,C70,"Tomato, Cookie, Sausage, Cereal, Chips, Apple, Soap, Beans",2025-02-27
26846,C152,"Honey, Cookie, Cracker, Potato, Pizza, Butter, Bread, Orange, Chicken, Fish",2025-04-23
26847,C902,"Orange, Soap, Bread, Butter, Pizza, Beans",2025-01-08
26848,C730,"Water, Dish Sponge, Fish, Ice Cream",2025-02-17
26849,C796,"Dumpling, Bread, Detergent, Chickpeas, Cracker, Sausage, Milk, Cereal",2025-01-16
26850,C295,"Egg, Beans, Cereal, Soda, Flatbread with Meat, Milk",2025-04-06
26851,C802,"Milk, Cola, Strawberry",2025-04-03
26852,C975,"Chicken, Sausage, Bread, Detergent, Milk, Banana, Apple, Cheese, Chips, Cereal",2025-04-19
26853,C325,"Dish Sponge, Potato, Apple, Egg, Sausage, Soap, Butter, Lentil",2025-01-08
26854,C416,"Sausage, Chocolate, Detergent, Soda, Beans, Chickpeas",2025-01-21
26855,C976,"Yogurt, Egg, Rice, Pizza, Dish Sponge",2025-01-02
26856,C376,"Flatbread with Meat, Pizza, Onion, Lentil, Shampoo",2025-04-22
26857,C447,"Pizza, Cereal, Butter, Egg, Sausage, Cracker, Beans, Tomato",2025-04-24
26858,C636,"Honey, Minced Meat, Cracker, Dish Sponge, Cola, Lentil, Apple, Soap, Dumpling",2025-02-03
26859,C571,"Egg, Cereal, Honey, Pizza, Ice Cream",2025-02-03
26860,C964,"Detergent, Tomato, Lentil, Cola, Cheese, Juice, Cookie, Dish Sponge",2025-01-18
26861,C863,"Strawberry, Bread, Apple, Banana, Beans",2025-03-11
26862,C4,"Chickpeas, Flatbread with Meat, Potato",2025-02-11
26863,C583,"Honey, Sausage, Onion, Strawberry, Ice Cream",2025-02-27
26864,C107,"Strawberry, Cereal, Pizza, Flatbread with Meat, Soda",2025-01-21
26865,C392,"Cucumber, Sausage, Soda, Cookie, Lentil, Orange, Shampoo, Yogurt, Water",2025-01-09
26866,C952,"Detergent, Onion, Bread, Cereal",2025-04-20
26867,C999,"Shampoo, Bread, Egg, Lentil",2025-03-28
26868,C880,"Egg, Rice, Shampoo, Water, Chocolate, Cheese, Juice, Banana, Bread, Detergent",2025-03-16
26869,C107,"Potato, Flatbread with Meat, Chickpeas, Yogurt, Sausage, Beans, Butter",2025-04-29
26870,C377,"Flatbread with Meat, Shampoo, Cookie, Sausage, Chips, Juice",2025-04-19
26871,C852,"Chips, Strawberry, Fish, Cracker, Sausage",2025-03-09
26872,C724,"Potato, Beans, Soda, Soap, Cereal, Cookie, Egg",2025-04-19
26873,C282,"Dish Sponge, Strawberry, Tomato, Butter, Soda, Shampoo, Onion, Chickpeas, Yogurt, Flatbread with Meat",2025-01-15
26874,C939,"Chickpeas, Onion, Ice Cream, Cola, Rice, Chicken, Juice, Honey, Soda",2025-02-16
26875,C472,"Cheese, Juice, Strawberry, Egg, Fish, Cereal, Minced Meat, Orange, Cucumber",2025-02-05
26876,C901,"Cereal, Strawberry, Soap",2025-02-26
26877,C828,"Cucumber, Orange, Fish, Potato, Lentil, Dish Sponge",2025-03-07
26878,C226,"Cheese, Dumpling, Juice, Ice Cream, Beans, Orange, Sausage, Soda, Cracker, Soap",2025-04-25
26879,C973,"Yogurt, Rice, Fish",2025-03-26
26880,C935,"Beans, Chicken, Detergent, Ice Cream",2025-03-21
26881,C189,"Cheese, Tomato, Chicken, Soap, Egg, Cucumber, Cookie, Lentil, Apple, Strawberry",2025-03-11
26882,C335,"Lentil, Honey, Pizza, Strawberry, Cookie",2025-02-13
26883,C876,"Cola, Dumpling, Cheese",2025-04-24
26884,C230,"Cereal, Egg, Dish Sponge, Strawberry, Minced Meat",2025-02-27
26885,C690,"Honey, Cracker, Cheese",2025-04-11
26886,C236,"Egg, Apple, Tomato, Chicken, Chips, Dish Sponge",2025-02-26
26887,C773,"Soap, Chips, Chicken, Bread, Chocolate",2025-02-16
26888,C577,"Beans, Fish, Milk, Yogurt, Pizza, Cookie, Chicken, Bread, Minced Meat",2025-03-12
26889,C658,"Flatbread with Meat, Pizza, Honey, Beans",2025-03-22
26890,C914,"Dish Sponge, Detergent, Pizza, Chocolate",2025-02-15
26891,C314,"Ice Cream, Milk, Chips",2025-03-20
26892,C520,"Cola, Chicken, Cucumber, Tomato, Soap, Dish Sponge, Fish",2025-04-30
26893,C684,"Rice, Water, Egg, Apple, Yogurt, Flatbread with Meat, Banana",2025-03-14
26894,C784,"Detergent, Beans, Water, Potato, Honey, Chicken, Ice Cream, Minced Meat",2025-03-26
26895,C877,"Cracker, Apple, Onion, Potato, Cucumber",2025-03-06
26896,C919,"Cookie, Soda, Cracker, Bread, Cola, Cereal, Apple, Pizza",2025-04-15
26897,C764,"Potato, Cola, Beans",2025-04-20
26898,C451,"Beans, Chicken, Cheese, Cookie",2025-01-25
26899,C335,"Cookie, Cola, Ice Cream, Banana, Strawberry, Butter, Water",2025-02-08
26900,C331,"Tomato, Beans, Cucumber, Pizza, Egg, Minced Meat, Butter, Yogurt",2025-02-25
26901,C178,"Onion, Beans, Cola, Chickpeas, Water, Flatbread with Meat, Egg",2025-04-20
26902,C104,"Chocolate, Dumpling, Juice, Minced Meat",2025-02-01
26903,C614,"Soap, Cheese, Flatbread with Meat, Rice",2025-04-29
26904,C714,"Cola, Yogurt, Chips, Onion, Sausage, Chicken",2025-01-21
26905,C995,"Potato, Rice, Shampoo, Orange, Ice Cream, Butter",2025-03-05
26906,C403,"Strawberry, Pizza, Detergent, Yogurt, Tomato, Cookie, Ice Cream, Orange, Potato",2025-02-14
26907,C432,"Cheese, Ice Cream, Potato, Pizza, Rice, Dish Sponge, Yogurt, Soda",2025-02-15
26908,C961,"Ice Cream, Strawberry, Pizza, Rice, Apple, Milk, Cola, Lentil, Dumpling, Soda, Cereal",2025-03-09
26909,C390,"Ice Cream, Sausage, Chickpeas, Chicken, Cracker, Soap, Strawberry, Beans",2025-01-16
26910,C84,"Chocolate, Apple, Dish Sponge, Soap, Juice, Potato",2025-01-11
26911,C479,"Water, Chickpeas, Minced Meat, Milk, Soda, Sausage, Ice Cream, Cereal",2025-03-10
26912,C132,"Cookie, Potato, Chickpeas, Detergent, Soda, Tomato, Orange, Shampoo, Dumpling",2025-03-06
26913,C472,"Honey, Beans, Cracker, Cucumber, Apple, Juice, Flatbread with Meat",2025-01-19
26914,C350,"Strawberry, Shampoo, Cola, Pizza, Banana, Chocolate, Juice",2025-04-22
26915,C12,"Chicken, Strawberry, Cheese, Juice",2025-02-08
26916,C722,"Tomato, Chocolate, Minced Meat, Water, Cola, Cheese",2025-03-14
26917,C90,"Fish, Strawberry, Lentil, Minced Meat, Cola, Onion, Cookie",2025-02-08
26918,C845,"Yogurt, Bread, Potato, Cookie, Chocolate, Milk, Detergent, Rice",2025-01-20
26919,C43,"Apple, Juice, Dish Sponge, Bread, Shampoo, Dumpling",2025-03-26
26920,C879,"Beans, Ice Cream, Honey, Soap, Lentil, Dumpling",2025-02-23
26921,C657,"Butter, Yogurt, Shampoo",2025-04-21
26922,C908,"Shampoo, Yogurt, Minced Meat, Soap, Bread, Sausage, Honey, Dumpling, Beans, Flatbread with Meat",2025-04-27
26923,C843,"Strawberry, Honey, Cookie, Cracker, Apple",2025-04-27
26924,C558,"Water, Flatbread with Meat, Soap, Cheese, Dish Sponge, Beans, Rice, Milk, Strawberry, Chicken, Cereal",2025-01-12
26925,C374,"Cucumber, Minced Meat, Tomato, Rice, Ice Cream",2025-04-28
26926,C772,"Strawberry, Cucumber, Juice, Dumpling, Detergent, Rice, Onion, Chicken, Banana, Sausage",2025-03-26
26927,C120,"Chocolate, Potato, Soda, Strawberry, Fish, Juice",2025-04-06
26928,C116,"Onion, Egg, Dish Sponge",2025-02-15
26929,C758,"Potato, Apple, Honey, Yogurt, Sausage, Chicken, Shampoo, Rice",2025-03-28
26930,C988,"Chocolate, Beans, Cookie, Rice, Strawberry, Apple, Cereal",2025-04-20
26931,C736,"Cucumber, Tomato, Cereal, Milk, Chips, Cracker, Bread",2025-01-18
26932,C33,"Lentil, Juice, Tomato",2025-03-29
26933,C511,"Milk, Apple, Soap, Dumpling, Cracker, Cheese, Tomato, Egg, Juice, Dish Sponge",2025-03-20
26934,C394,"Flatbread with Meat, Ice Cream, Rice, Orange, Juice",2025-04-16
26935,C755,"Flatbread with Meat, Detergent, Sausage, Soap",2025-01-06
26936,C80,"Cucumber, Minced Meat, Ice Cream, Beans, Soda",2025-01-17
26937,C131,"Minced Meat, Soda, Detergent",2025-01-02
26938,C557,"Banana, Water, Cucumber, Cheese, Bread",2025-04-09
26939,C946,"Cereal, Pizza, Honey, Chicken, Milk, Flatbread with Meat, Sausage, Rice",2025-01-14
26940,C538,"Honey, Lentil, Apple, Water, Bread, Chips",2025-01-26
26941,C335,"Flatbread with Meat, Strawberry, Detergent, Chocolate, Cracker",2025-01-21
26942,C246,"Dumpling, Fish, Potato, Butter",2025-03-01
26943,C278,"Detergent, Yogurt, Butter",2025-03-24
26944,C48,"Chips, Water, Tomato, Yogurt",2025-04-03
26945,C426,"Juice, Egg, Milk, Banana",2025-01-19
26946,C840,"Beans, Shampoo, Onion, Potato",2025-02-05
26947,C267,"Strawberry, Banana, Onion, Beans, Orange",2025-03-20
26948,C377,"Apple, Onion, Yogurt",2025-01-05
26949,C336,"Cookie, Bread, Flatbread with Meat, Potato, Sausage, Detergent, Dish Sponge, Butter, Chickpeas, Beans",2025-01-18
26950,C508,"Pizza, Milk, Banana, Potato, Cereal",2025-01-15
26951,C572,"Rice, Pizza, Chickpeas, Milk, Potato, Egg, Cracker, Flatbread with Meat, Shampoo, Tomato, Cereal",2025-02-10
26952,C966,"Pizza, Yogurt, Butter, Ice Cream, Potato, Shampoo, Soap, Detergent, Beans",2025-01-16
26953,C142,"Minced Meat, Potato, Cheese, Bread, Dumpling",2025-02-02
26954,C755,"Juice, Chickpeas, Cucumber, Potato, Strawberry, Chicken, Pizza, Yogurt, Cracker, Dumpling",2025-02-13
26955,C488,"Egg, Juice, Cucumber, Shampoo, Soap, Ice Cream, Yogurt, Dumpling, Lentil, Bread",2025-03-24
26956,C125,"Cucumber, Banana, Water, Beans, Pizza",2025-01-08
26957,C419,"Bread, Egg, Honey, Pizza, Cookie, Chicken, Cola, Cracker, Rice, Chickpeas",2025-03-29
26958,C475,"Onion, Butter, Yogurt, Potato, Orange, Egg, Cereal, Fish",2025-01-22
26959,C912,"Bread, Lentil, Detergent, Flatbread with Meat, Chicken, Cheese, Butter, Sausage, Cucumber, Cookie",2025-01-03
26960,C643,"Potato, Shampoo, Chickpeas, Ice Cream, Detergent, Soda, Cereal, Chocolate, Cracker, Chips",2025-03-02
26961,C845,"Detergent, Dumpling, Fish, Lentil, Yogurt, Shampoo, Cucumber, Chicken",2025-03-14
26962,C360,"Cheese, Cola, Orange, Beans, Tomato, Potato",2025-03-29
26963,C61,"Cucumber, Honey, Chicken, Banana",2025-04-24
26964,C591,"Cheese, Pizza, Dish Sponge, Strawberry, Soda, Dumpling, Milk, Shampoo, Cereal",2025-02-10
26965,C573,"Chips, Tomato, Potato, Honey",2025-04-13
26966,C699,"Cola, Chocolate, Honey, Potato",2025-01-17
26967,C294,"Fish, Chickpeas, Soap, Sausage",2025-04-27
26968,C878,"Rice, Cracker, Potato, Minced Meat, Egg, Orange, Strawberry",2025-03-21
26969,C515,"Dish Sponge, Bread, Pizza, Chicken, Apple, Sausage, Cucumber, Water, Egg, Dumpling",2025-01-07
26970,C771,"Cucumber, Bread, Egg, Chips, Beans, Chocolate, Tomato",2025-02-03
26971,C287,"Ice Cream, Chickpeas, Chicken, Tomato, Dish Sponge, Cereal, Butter",2025-01-18
26972,C337,"Chicken, Soda, Dish Sponge",2025-04-08
26973,C914,"Cookie, Rice, Cheese, Beans, Apple, Fish, Chicken, Orange",2025-04-01
26974,C29,"Cracker, Banana, Bread, Juice, Onion, Cola, Cookie",2025-04-07
26975,C782,"Tomato, Dumpling, Banana, Milk, Cookie, Lentil, Cereal",2025-02-17
26976,C77,"Rice, Sausage, Onion, Cucumber, Dumpling, Chocolate, Soda, Cereal, Minced Meat",2025-03-18
26977,C671,"Water, Soda, Potato",2025-02-17
26978,C507,"Honey, Cola, Flatbread with Meat, Chickpeas, Detergent",2025-03-30
26979,C615,"Soap, Milk, Egg, Cereal",2025-04-10
26980,C10,"Sausage, Potato, Chocolate, Honey, Dish Sponge, Cookie, Soda, Rice, Fish",2025-03-22
26981,C39,"Dumpling, Rice, Fish, Lentil, Cucumber, Soda, Chocolate, Beans",2025-01-18
26982,C4,"Lentil, Cracker, Dumpling, Yogurt, Chocolate",2025-02-15
26983,C498,"Banana, Beans, Pizza, Egg, Cucumber, Cracker",2025-03-13
26984,C632,"Water, Tomato, Cheese, Banana, Chips, Minced Meat, Sausage, Shampoo, Chocolate, Cola",2025-02-26
26985,C983,"Sausage, Detergent, Butter, Milk, Cookie, Strawberry, Chips, Honey, Cereal",2025-03-29
26986,C981,"Cucumber, Apple, Soap, Cereal, Rice, Onion, Fish",2025-02-18
26987,C205,"Pizza, Water, Dish Sponge, Soda, Cola",2025-02-27
26988,C186,"Soap, Cookie, Bread, Chicken, Flatbread with Meat, Dumpling, Juice",2025-01-26
26989,C185,"Chips, Dumpling, Ice Cream, Flatbread with Meat",2025-04-21
26990,C432,"Lentil, Cracker, Ice Cream",2025-02-11
26991,C785,"Flatbread with Meat, Beans, Soda, Banana, Chickpeas",2025-04-17
26992,C187,"Soap, Beans, Dumpling, Strawberry, Onion, Chips, Chocolate, Butter",2025-04-03
26993,C377,"Sausage, Flatbread with Meat, Cereal, Chips, Cucumber, Water, Yogurt, Soap",2025-02-10
26994,C785,"Juice, Milk, Strawberry, Chickpeas, Dumpling, Pizza, Cookie, Onion",2025-01-22
26995,C743,"Dumpling, Soap, Honey, Flatbread with Meat, Potato, Chocolate, Minced Meat, Milk, Egg, Cracker",2025-02-09
26996,C860,"Sausage, Chips, Cereal, Ice Cream, Cola, Lentil, Pizza, Banana, Detergent",2025-02-28
26997,C987,"Cookie, Beans, Dumpling, Bread, Ice Cream, Banana, Honey",2025-01-12
26998,C741,"Fish, Chicken, Bread, Potato, Water, Dumpling",2025-01-17
26999,C80,"Cookie, Cucumber, Chickpeas, Banana, Tomato, Chicken, Honey",2025-04-11
27000,C444,"Minced Meat, Tomato, Flatbread with Meat, Sausage, Apple, Soda, Dish Sponge, Detergent",2025-04-23
27001,C427,"Yogurt, Juice, Soda",2025-01-28
27002,C733,"Cola, Chocolate, Orange, Egg, Soda, Potato, Cheese",2025-02-25
27003,C779,"Cheese, Lentil, Cereal, Cucumber, Water",2025-04-02
27004,C637,"Soap, Apple, Minced Meat, Juice, Pizza, Water, Bread",2025-04-05
27005,C916,"Honey, Flatbread with Meat, Egg, Detergent, Strawberry, Soda",2025-03-11
27006,C304,"Chicken, Detergent, Lentil, Minced Meat, Cola, Tomato",2025-03-25
27007,C541,"Banana, Juice, Fish, Bread, Tomato, Lentil, Cookie, Cheese, Cereal, Ice Cream",2025-03-09
27008,C147,"Cola, Rice, Flatbread with Meat, Onion",2025-01-28
27009,C438,"Egg, Bread, Cucumber, Fish, Tomato, Milk, Chips",2025-04-06
27010,C79,"Juice, Dumpling, Cereal, Dish Sponge, Chocolate, Egg",2025-02-09
27011,C867,"Egg, Chicken, Cheese, Beans, Banana, Dish Sponge, Pizza, Juice",2025-03-19
27012,C299,"Honey, Chickpeas, Onion, Dish Sponge, Ice Cream, Lentil",2025-03-26
27013,C97,"Lentil, Minced Meat, Milk, Rice, Soap",2025-03-30
27014,C440,"Soap, Chickpeas, Cookie, Yogurt, Chicken, Flatbread with Meat",2025-02-26
27015,C940,"Flatbread with Meat, Juice, Chicken, Tomato, Water, Potato, Sausage, Dumpling, Cookie, Soap",2025-02-08
27016,C83,"Fish, Pizza, Apple, Chicken, Cucumber, Detergent, Shampoo",2025-03-17
27017,C365,"Detergent, Cracker, Pizza, Chickpeas, Cereal, Cola, Milk, Orange, Shampoo",2025-01-18
27018,C230,"Cheese, Ice Cream, Cola",2025-01-02
27019,C324,"Chicken, Soap, Beans, Minced Meat",2025-04-29
27020,C911,"Dish Sponge, Potato, Dumpling, Cracker, Beans, Onion, Minced Meat, Chocolate",2025-04-11
27021,C423,"Water, Cola, Orange, Fish, Soap, Cookie",2025-03-09
27022,C979,"Cereal, Beans, Minced Meat, Cola, Potato, Honey, Chips, Strawberry, Yogurt, Cracker",2025-01-04
27023,C367,"Pizza, Cracker, Milk, Soap, Yogurt, Cheese, Cookie",2025-04-22
27024,C548,"Fish, Apple, Egg",2025-01-08
27025,C641,"Potato, Minced Meat, Cracker",2025-02-16
27026,C774,"Cracker, Cheese, Chocolate, Soap",2025-04-03
27027,C921,"Cookie, Cola, Bread, Strawberry, Pizza, Lentil, Honey",2025-04-05
27028,C339,"Orange, Onion, Yogurt, Juice, Banana, Chickpeas, Butter, Minced Meat, Flatbread with Meat",2025-01-18
27029,C62,"Ice Cream, Cheese, Cola, Cookie, Chips",2025-04-11
27030,C301,"Dumpling, Soap, Chocolate, Butter",2025-03-30
27031,C534,"Water, Yogurt, Cola",2025-02-26
27032,C275,"Pizza, Butter, Juice, Cracker, Fish, Rice, Cookie, Bread, Banana",2025-04-28
27033,C416,"Water, Chickpeas, Banana, Chips, Milk, Cucumber, Minced Meat, Cola, Honey, Apple, Cereal",2025-02-07
27034,C140,"Soda, Chocolate, Soap, Fish, Juice, Bread, Dish Sponge, Butter, Cracker, Rice",2025-02-22
27035,C230,"Strawberry, Rice, Chicken, Onion, Egg",2025-02-16
27036,C25,"Rice, Cracker, Fish, Butter",2025-03-21
27037,C732,"Yogurt, Soap, Cucumber, Chicken, Minced Meat, Orange, Water",2025-03-26
27038,C205,"Soap, Rice, Chocolate, Soda, Cookie, Banana",2025-01-06
27039,C126,"Soda, Cucumber, Bread, Lentil",2025-01-19
27040,C223,"Detergent, Cheese, Juice, Orange, Flatbread with Meat, Banana, Dish Sponge, Cucumber, Strawberry, Chocolate",2025-01-01
27041,C951,"Cheese, Dumpling, Lentil, Chips, Chicken, Juice, Dish Sponge, Cracker, Fish",2025-04-25
27042,C397,"Ice Cream, Cereal, Honey, Dish Sponge, Banana, Cheese",2025-02-02
27043,C683,"Cereal, Detergent, Potato, Chicken, Strawberry, Tomato",2025-01-31
27044,C580,"Cucumber, Cookie, Juice, Chicken, Flatbread with Meat, Potato",2025-02-15
27045,C260,"Shampoo, Tomato, Chips, Sausage, Cracker, Soap",2025-04-03
27046,C442,"Banana, Milk, Chickpeas, Cereal",2025-03-23
27047,C520,"Cracker, Strawberry, Fish, Pizza, Egg, Lentil, Beans, Soap",2025-01-03
27048,C934,"Dumpling, Cookie, Rice, Soda, Chickpeas, Cheese, Cola, Strawberry, Pizza, Ice Cream",2025-02-19
27049,C8,"Sausage, Lentil, Yogurt, Detergent, Soap, Minced Meat, Banana, Tomato, Rice, Dumpling",2025-03-25
27050,C325,"Cereal, Water, Apple, Chips, Honey, Egg, Cucumber, Juice",2025-02-03
27051,C351,"Beans, Dish Sponge, Yogurt, Fish",2025-02-02
27052,C601,"Chicken, Orange, Tomato",2025-04-16
27053,C91,"Flatbread with Meat, Chicken, Dish Sponge, Egg, Fish, Cucumber, Potato",2025-04-11
27054,C998,"Egg, Cookie, Water, Apple, Honey, Butter",2025-04-22
27055,C967,"Pizza, Butter, Cola, Chicken, Soda, Beans, Cucumber, Fish, Yogurt, Dish Sponge",2025-01-15
27056,C592,"Onion, Egg, Butter, Honey, Juice, Cheese, Pizza",2025-04-30
27057,C323,"Cola, Dumpling, Chocolate, Fish, Minced Meat, Water, Banana",2025-01-27
27058,C785,"Onion, Water, Banana, Pizza, Rice, Minced Meat, Honey",2025-04-25
27059,C468,"Beans, Soap, Chickpeas",2025-02-27
27060,C594,"Cucumber, Cheese, Cereal, Lentil, Soap, Juice, Honey, Detergent, Banana",2025-02-25
27061,C235,"Detergent, Onion, Juice, Cheese, Bread, Strawberry, Dumpling, Ice Cream, Water, Tomato",2025-04-15
27062,C646,"Flatbread with Meat, Soap, Soda, Potato, Milk, Minced Meat, Detergent, Cracker, Cereal",2025-01-17
27063,C820,"Chips, Soap, Fish, Detergent, Ice Cream, Butter",2025-04-09
27064,C175,"Potato, Pizza, Orange, Cereal, Dumpling",2025-02-08
27065,C670,"Detergent, Cereal, Yogurt, Chicken, Juice, Onion, Egg, Chickpeas",2025-03-29
27066,C865,"Flatbread with Meat, Chickpeas, Dish Sponge, Butter, Apple, Cola",2025-02-09
27067,C652,"Cracker, Dumpling, Apple, Shampoo, Chicken, Strawberry, Potato",2025-03-12
27068,C585,"Orange, Chips, Cookie, Honey",2025-03-08
27069,C409,"Dumpling, Fish, Ice Cream, Banana, Water, Potato, Strawberry",2025-04-27
27070,C585,"Beans, Banana, Cola, Shampoo, Chickpeas, Bread",2025-02-24
27071,C505,"Water, Cucumber, Ice Cream, Cereal",2025-04-26
27072,C170,"Ice Cream, Fish, Honey, Cereal, Orange, Water, Cucumber, Dish Sponge",2025-04-09
27073,C546,"Honey, Milk, Rice, Dish Sponge, Onion, Cookie, Strawberry, Water",2025-03-13
27074,C663,"Chickpeas, Cookie, Cheese, Chips, Dish Sponge, Yogurt",2025-02-15
27075,C170,"Chips, Butter, Potato, Minced Meat, Soda, Flatbread with Meat, Ice Cream, Cookie, Dumpling",2025-02-06
27076,C969,"Cola, Chicken, Milk, Chickpeas, Banana, Rice, Honey",2025-02-18
27077,C527,"Butter, Tomato, Chicken, Ice Cream, Honey, Beans",2025-03-23
27078,C372,"Soda, Dish Sponge, Onion, Soap, Potato, Lentil",2025-02-13
27079,C945,"Cookie, Onion, Apple, Shampoo, Dumpling, Chips, Bread, Honey",2025-01-08
27080,C900,"Chocolate, Apple, Minced Meat, Dumpling",2025-04-09
27081,C76,"Ice Cream, Potato, Cheese, Strawberry, Banana, Cereal",2025-02-27
27082,C11,"Milk, Detergent, Yogurt, Tomato, Juice, Ice Cream, Flatbread with Meat, Rice, Pizza, Cereal",2025-02-05
27083,C353,"Honey, Juice, Water, Pizza, Egg",2025-02-25
27084,C297,"Chips, Soap, Ice Cream, Egg, Cucumber",2025-01-06
27085,C928,"Orange, Chocolate, Apple, Chips, Minced Meat, Strawberry",2025-04-29
27086,C555,"Fish, Milk, Dumpling, Cereal",2025-03-22
27087,C252,"Orange, Soap, Rice",2025-03-09
27088,C71,"Cola, Lentil, Fish, Apple, Strawberry",2025-03-08
27089,C294,"Detergent, Chicken, Banana, Tomato, Soap",2025-01-06
27090,C367,"Yogurt, Flatbread with Meat, Shampoo",2025-04-28
27091,C618,"Juice, Orange, Tomato, Butter",2025-03-21
27092,C413,"Rice, Potato, Chicken, Shampoo, Yogurt, Dish Sponge, Honey",2025-04-12
27093,C702,"Potato, Beans, Cheese, Shampoo, Soda, Cola, Butter",2025-02-28
27094,C275,"Sausage, Minced Meat, Shampoo, Ice Cream, Cookie, Dumpling, Butter, Onion",2025-01-02
27095,C283,"Juice, Butter, Cereal",2025-01-26
27096,C956,"Pizza, Milk, Soap, Butter, Banana, Apple, Cucumber, Detergent, Orange",2025-04-09
27097,C625,"Orange, Cookie, Onion, Egg, Ice Cream, Water, Cheese, Flatbread with Meat, Pizza, Detergent",2025-02-15
27098,C137,"Tomato, Water, Egg, Cereal, Pizza, Potato, Honey, Beans",2025-03-03
27099,C697,"Detergent, Honey, Chocolate",2025-03-23
27100,C145,"Soda, Lentil, Potato",2025-02-09
27101,C638,"Fish, Pizza, Lentil, Dish Sponge, Juice, Cola, Cucumber, Chicken, Soap, Chickpeas",2025-03-29
27102,C493,"Cheese, Juice, Sausage",2025-02-18
27103,C317,"Banana, Lentil, Orange, Cucumber, Fish, Pizza, Dish Sponge, Chocolate",2025-04-24
27104,C384,"Ice Cream, Shampoo, Butter, Dumpling, Chicken, Flatbread with Meat, Minced Meat, Banana, Yogurt, Egg",2025-03-23
27105,C57,"Dish Sponge, Cola, Cheese",2025-03-01
27106,C686,"Cola, Orange, Soap, Cereal",2025-03-20
27107,C684,"Detergent, Beans, Lentil",2025-01-07
27108,C203,"Orange, Fish, Cookie, Cracker, Water, Cereal, Ice Cream, Juice, Chicken, Chocolate",2025-02-04
27109,C458,"Banana, Cereal, Ice Cream, Cookie",2025-01-25
27110,C786,"Ice Cream, Yogurt, Cola, Minced Meat, Cookie, Cracker",2025-01-14
27111,C12,"Honey, Milk, Cheese, Cereal",2025-02-16
27112,C732,"Tomato, Cola, Rice, Water, Chips, Bread",2025-03-06
27113,C745,"Juice, Tomato, Cheese, Cucumber, Sausage, Cereal",2025-03-24
27114,C163,"Flatbread with Meat, Orange, Cracker, Minced Meat, Ice Cream, Fish, Sausage, Strawberry, Tomato, Egg",2025-04-20
27115,C475,"Strawberry, Chips, Fish, Onion, Beans, Cookie, Soda, Orange",2025-03-27
27116,C706,"Flatbread with Meat, Milk, Cookie, Water, Onion, Dish Sponge, Orange, Fish",2025-04-12
27117,C83,"Chips, Yogurt, Shampoo, Onion",2025-02-06
27118,C487,"Chips, Pizza, Egg, Detergent, Cookie, Cola, Flatbread with Meat, Fish",2025-02-14
